class,score
n01531178_17387,3.92190886486787E-05
n01531178_17394,0.249469757080078
n01531178_17482,0.000170573941432
n01531178_17484,0.018181568011642
n01531178_17557,0.002558650681749
n01531178_17610,0.001139825442806
n01531178_17669,0.001155781093985
n01531178_17685,1.70467828866094E-05
n01531178_17691,0.288085341453552
n01531178_17706,0.000637328135781
n01531178_1771,5.32851336174645E-05
n01531178_17717,0.000171289080754
n01531178_17722,0.01466154679656
n01531178_17764,0.003702810034156
n01531178_17814,0.000411783286836
n01531178_17817,0.000611594994552
n01531178_17834,0.00778143061325
n01531178_17889,0.015849092975259
n01531178_17914,0.000228974822676
n01531178_17944,0.00069010281004
n01531178_17959,0.003865984966978
n01531178_17967,7.54566353862174E-05
n01531178_17986,7.35771417617798
n01531178_17992,4.05310765927425E-06
n01531178_18005,0.000683074293192
n01531178_18032,0.001805224805139
n01531178_18035,0.01254512462765
n01531178_18044,0.000271402706858
n01531178_18062,0.694962024688721
n01531178_18063,0.036546930670738
n01531178_18064,0.002193189924583
n01531178_18106,3.9934315282153E-05
n01531178_18112,0.033765640109778
n01531178_18156,0.008584383875132
n01531178_18169,0.50136935710907
n01531178_1817,0.130700260400772
n01531178_18180,0.014193536713719
n01531178_1819,0.052885472774506
n01531178_18190,2.14576493817731E-06
n01531178_18210,0.014507761225104
n01531178_18216,0.000258054817095
n01531178_18217,0.00010632903286
n01531178_18308,0.005644810386002
n01531178_18330,0.000474340457004
n01531178_18346,0.000426559068728
n01531178_18355,0.005487497895956
n01531178_18356,0.00384235358797
n01531178_18414,0.004138596355915
n01531178_18509,0.003003968391567
n01531178_18512,0.02553216740489
n01531178_18545,0.000482561968965
n01531178_18569,0.259063750505447
n01531178_1865,3.03979068121407E-05
n01531178_18653,0.003788201138377
